PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1994,11.5,75.625,67.58,67.14,65.59,77.92,78.62,89.45,89.58,89.78,87.15,87.34,79.07,67.36,78.93
RH2M,1994,11.5,76.25,72.08,64.53,53.79,74.19,77.39,91.2,92.98,92.04,89.28,90.87,86.09,74.95,80.02
RH2M,1994,11.5,76.875,73.82,63.98,46.64,67.66,71.11,82.28,85.34,85.69,80.08,86.85,86.52,73.48,75.34
RH2M,1994,11.5,77.5,74.84,64.81,44.13,61.09,62.06,66.01,69.83,67.79,64.14,80.71,84.54,71.18,67.6
RH2M,1994,12,75,68.8,73.22,73.62,79,78.79,86.85,86.27,87.56,85.17,85.27,74.78,65.84,78.78
RH2M,1994,12,75.625,69.58,66.73,60.99,76.09,77.23,91.62,92.46,91.83,88.74,90.35,83.17,72.68,80.18
RH2M,1994,12,76.25,71.98,61.05,45.88,68.67,71.94,89.62,92.22,91.45,88.58,90.42,86.3,75.46,77.87
RH2M,1994,12,76.875,68.31,56.49,40.21,61.34,65.54,80.62,84.06,83.89,78.46,85.83,83.57,68.82,71.5
RH2M,1994,12,77.5,73.55,63.62,42,58.11,62,69.91,73.7,73.17,69.06,83.16,83.97,71.16,68.64
RH2M,1994,12.5,75,67.35,68.37,67.81,76.36,76.08,88.37,88.36,89.18,86.37,87.48,76.65,67.29,78.35
RH2M,1994,12.5,75.625,70.82,64.83,55.52,72.93,74.31,92.69,94.39,93.24,89.97,92,84.96,75.33,80.15
RH2M,1994,12.5,76.25,70.15,57.64,41.05,63.53,66.12,86.99,90.7,90.3,87.25,89.54,85.52,74.77,75.38
RH2M,1994,12.5,76.875,65.23,51.79,35.41,54.61,59.71,78.47,81.83,82.13,77.42,85.35,81.39,67.35,68.48
RH2M,1994,12.5,77.5,71.3,60.51,39.18,51.41,58.62,72.83,76.9,77.08,71.92,84.39,82.24,70,68.08
RH2M,1994,8.5,75,72.63,78.62,76.24,79.17,79.14,83.35,83.76,82.52,82.63,83.81,78.76,69.7,79.18
RH2M,1994,8.5,75.625,72.05,77.54,76.25,79.65,79.64,84.39,84.74,83.04,83.45,84.22,78.12,68.84,79.32
RH2M,1994,8.5,76.25,72.53,75.65,75.9,80.15,80.37,86.56,85.78,84.58,84.39,84.81,78.06,68.85,79.81
RH2M,1994,8.5,76.875,80,73.14,69.11,75.08,78.07,89.42,88.46,89.02,87.19,87.38,83.38,75.58,81.36
RH2M,1994,8.5,77.5,86.41,79.54,67.48,72.59,72.28,88.79,88.46,89.54,87.81,89.55,88.84,81.27,82.72
RH2M,1994,9,75,71.6,78.71,76.3,79.31,79.06,83.14,84.24,83.37,82.71,83.99,77.57,68.53,79.03
RH2M,1994,9,75.625,70.72,77.83,76.75,79.75,79.75,84.45,85.11,84.31,83.55,84.19,76.69,67.25,79.19
RH2M,1994,9,76.25,71.66,74.11,72.78,78.19,79.17,86.33,86.14,86.05,84.68,84.63,77.27,67.18,79.03
RH2M,1994,9,76.875,82.71,76.65,66.44,76.28,78.27,90.06,89.73,90.83,88.75,89.85,86.25,78.18,82.86
RH2M,1994,9,77.5,86.56,80.02,64.25,72.62,72.59,87.6,87.1,88.98,87.86,89.71,88.98,81.68,82.33
RH2M,1994,9.5,75,71.27,78.76,76.56,79.59,79.07,83.29,84.31,83.91,82.42,84.18,77.07,67.88,79.01
RH2M,1994,9.5,75.625,70.87,78.29,77.41,80.04,79.88,84.37,85.2,85.25,83.22,84.34,76.29,67.06,79.34
RH2M,1994,9.5,76.25,69.33,73.07,69.24,76.86,78.76,86.05,86.14,86.71,84.66,84.08,76.21,64.56,77.98
RH2M,1994,9.5,76.875,82.77,79.58,64.82,77.34,79.76,90.1,90.63,91.62,89.45,90.29,86.44,79.61,83.54
RH2M,1994,9.5,77.5,86.23,79.61,61.25,73.7,73.89,84.99,84.97,87.39,86.89,89.94,89.16,82.51,81.71
RH2M,1995,10,75,72.58,75.91,78.44,78.55,80.45,83.35,84.97,85.38,84.88,82.17,77.57,65.44,79.15
RH2M,1995,10,75.625,72.32,75.76,78.09,79.54,80.46,84.06,86.12,86.61,85.67,82.08,78.23,64.75,79.48
RH2M,1995,10,76.25,66.19,63,67,74.99,83.51,88.21,89.75,89.89,88.56,85.19,82.88,64.85,78.74
RH2M,1995,10,76.875,75.11,65.09,62.32,71.73,86.33,90.95,92.46,92.17,91.32,89.81,88.96,79.14,82.22
RH2M,1995,10,77.5,76.04,61.71,54.33,61.88,73.82,77.5,78.57,78.93,78.67,81.51,85.1,76.97,73.83
RH2M,1995,10.5,75,71.37,75.24,78.36,78.47,80.25,83.14,85.5,85.49,85.02,81.41,77.29,64.8,78.87
RH2M,1995,10.5,75.625,69.34,72.15,74.41,77.33,80.58,84.56,87.45,87.32,86.27,81.88,78.09,64.21,78.65
RH2M,1995,10.5,76.25,64.73,59.67,60.09,70.62,83.07,88.94,91.35,90.94,89.7,86.36,83.46,66.41,78.04
RH2M,1995,10.5,76.875,72.18,58.55,52.93,64.31,81.64,88.56,90.55,90.41,89.66,87.49,86.06,74.6,78.19
RH2M,1995,10.5,77.5,72.01,55.52,47.93,52.98,69.43,74.42,75.71,75.59,74.66,76.89,79.09,72.35,68.98
RH2M,1995,11,75,70.58,75.23,78.14,78.49,80.14,83.07,86.02,86.13,85.15,80.74,76.73,63.51,78.66
RH2M,1995,11,75.625,65.53,67.03,68.29,74.6,81.69,85.82,89.02,88.63,87.42,82.3,78.22,62.12,77.6
RH2M,1995,11,76.25,65.15,59.76,55.18,68.33,82.87,89.49,92.36,91.57,90.31,87.59,84.81,66.96,77.95
RH2M,1995,11,76.875,70.62,55.67,46.91,58.71,76.28,84.85,87.05,86.7,85.23,84.47,82.66,71.76,74.36
RH2M,1995,11,77.5,67.64,49.74,41.99,47.22,64.81,70.79,71.48,70.62,68.5,73.66,74.3,67.67,64.14
RH2M,1995,11.5,75,69.81,74.04,76.14,77.36,80.26,83.72,86.24,87.11,85.6,80.89,76.18,62.46,78.33
RH2M,1995,11.5,75.625,64.87,64.12,62.69,71.93,83.26,87.92,90.61,90.26,88.67,84.57,80.68,62.3,77.72
RH2M,1995,11.5,76.25,67.19,59.82,50.42,65.3,82.76,89.88,92.57,91.99,90.67,89.17,86.34,69.02,78.02
RH2M,1995,11.5,76.875,69.46,54.1,44.43,55.31,73.38,82.51,84.64,84.27,82.45,83.47,79.57,70.26,72.1
RH2M,1995,11.5,77.5,67.8,50.28,40.75,46.71,63,69.49,69.78,70.25,68.46,75.91,74.68,68.01,63.86
RH2M,1995,12,75,68.71,70.51,71.38,74.69,80.96,85.51,87.12,88.34,86.81,82.57,77.07,62.8,78.07
RH2M,1995,12,75.625,67.18,62.83,57.77,68.86,84.48,90.27,92.72,91.87,89.93,87.84,84.76,65.72,78.76
RH2M,1995,12,76.25,67.66,55.07,43.95,59.15,80.42,88.43,91.66,91.32,89.89,88.89,85.28,70.16,76.11
RH2M,1995,12,76.875,64.72,47.25,39.74,50.32,71.29,81.12,83.23,83.66,82.85,84.16,76.93,67.35,69.53
RH2M,1995,12,77.5,68.8,51.92,41.96,47.68,64.86,73.04,73.82,76.56,77.43,82.6,77.99,70.3,67.35
RH2M,1995,12.5,75,66.66,65.12,64.64,70.67,80.96,86.82,88.81,89.42,87.78,84.37,78.37,63.21,77.3
RH2M,1995,12.5,75.625,68.54,60.32,52.67,64.81,84.16,90.96,94.53,93.01,90.94,89.3,86.12,68.95,78.79
RH2M,1995,12.5,76.25,68.01,51.09,40.83,55.01,77.38,85.83,90.42,90.03,88.52,87.42,83.2,69.97,74.12
RH2M,1995,12.5,76.875,62.04,43.4,36.64,46.57,69.01,79.56,81.89,83.27,83.61,85.09,77.02,66.36,68.03
RH2M,1995,12.5,77.5,68.02,50.55,42.08,46.1,65.22,76.15,77.6,80.92,83.1,85.89,79.57,71.35,69
RH2M,1995,8.5,75,75.59,76.04,77.83,78.63,81.7,84.19,84.42,84.98,84.8,82.79,78.93,67.53,79.8
RH2M,1995,8.5,75.625,74.18,75.02,77.54,79.38,81.7,84.76,85.39,85.67,85.17,82.83,79.29,66.74,79.82
RH2M,1995,8.5,76.25,71.98,73.6,75.74,80.18,82.14,86.72,87.34,87.05,85.66,83.05,79.86,66.05,79.97
RH2M,1995,8.5,76.875,67.45,63.82,63.02,71.9,84.63,89.09,89.36,88,85.73,84.47,83.28,70.5,78.51
RH2M,1995,8.5,77.5,71.97,61.36,57.67,71.5,86.31,88.45,88.14,84.77,81.81,84.5,86.84,76.89,78.45
RH2M,1995,9,75,74.97,76.28,78.2,79.01,81.24,84.62,84.97,85.24,84.79,82.65,78.26,66.6,79.74
RH2M,1995,9,75.625,74.27,75.58,78.12,79.96,81.24,85.17,85.86,86.2,85.45,82.73,78.8,65.42,79.91
RH2M,1995,9,76.25,68.82,69.25,71.9,77.95,81.6,86.61,87.31,87.59,86.01,82.7,79.89,64.49,78.71
RH2M,1995,9,76.875,68.18,61.62,60.44,72.16,85.99,89.78,90.56,89.75,88.67,87.66,87.08,74.47,79.79
RH2M,1995,9,77.5,71.71,57.08,53.29,68.58,84.57,86.44,86.33,83.56,82.06,84.84,87.33,76,76.93
RH2M,1995,9.5,75,73.91,76.54,78.37,78.93,80.75,84.04,84.92,85.39,84.81,82.62,77.89,65.34,79.46
RH2M,1995,9.5,75.625,73.92,76.46,78.53,80.14,80.72,84.57,85.96,86.39,85.7,82.58,78.72,64.53,79.85
RH2M,1995,9.5,76.25,66.64,65.27,68.8,75.59,81.21,86.06,87.24,87.69,86.31,82.39,80.06,61.98,77.49
RH2M,1995,9.5,76.875,71.59,62.58,61.69,71.86,85.88,90.21,91.44,90.98,89.95,88.67,88.03,77.61,80.98
RH2M,1995,9.5,77.5,73.4,58.88,54.41,67.46,79.78,83.02,83.43,82.09,81.83,84.87,87.39,75.73,76.12
RH2M,1996,10,75,71.52,73.29,76.6,78.81,80.55,82.84,86.49,87.18,87.18,81.15,77.03,73.4,79.69
RH2M,1996,10,75.625,70.22,72.77,76.8,79.92,80.79,83.13,85.93,88.33,87.63,81.82,77.08,73.13,79.81
RH2M,1996,10,76.25,59.94,58.73,62.56,77.04,77.41,84.6,89.36,90.68,89.53,85.76,79.88,76.42,77.71
RH2M,1996,10,76.875,68.42,61.16,55.09,75.28,76.3,87.06,92.61,92.47,91.96,90.25,87.04,86.17,80.37
RH2M,1996,10,77.5,68.69,59.12,42.9,68.1,63.58,77.47,81.18,82.32,84,85.95,83.06,84.67,73.45
RH2M,1996,10.5,75,69.91,72.13,76.92,79,80.58,82.81,86.37,87.71,87.24,81.27,76.47,73.32,79.5
RH2M,1996,10.5,75.625,66.58,68.85,73.75,79,79.9,83.27,86.35,89.41,88.03,82.76,76.98,73.36,79.04
RH2M,1996,10.5,76.25,57.19,54.92,57.24,75.09,75.64,85.44,90.28,91.7,90.58,87.48,81.69,78.28,77.18
RH2M,1996,10.5,76.875,62.11,54.12,47.86,70.88,73.73,85.13,89.95,90.85,91.03,89.37,84.39,83.43,76.96
RH2M,1996,10.5,77.5,63.23,54.3,40.49,63.62,62.18,73.27,76.74,78.05,79.74,81.06,76.94,80.73,69.23
RH2M,1996,11,75,69.36,71.27,77.26,78.85,80.64,82.97,86.18,88.05,87.62,81.34,76.25,71.89,79.33
RH2M,1996,11,75.625,61.85,63.43,68.94,77.49,77.97,84.53,87.63,90.51,88.78,84.14,77.76,72.21,77.97
RH2M,1996,11,76.25,57.32,53.84,54.32,73.75,74.28,86.83,91.24,92.25,91.01,88.8,83.55,79.62,77.29
RH2M,1996,11,76.875,59.63,50.79,43.23,67.28,69.35,82.24,85.73,87.66,88.47,87.96,81.52,81.34,73.83
RH2M,1996,11,77.5,56.56,49.08,38.05,60.78,59.34,69.57,70.6,72.67,76.31,77.48,72.11,77.76,65.06
RH2M,1996,11.5,75,68.48,69.86,76.48,77.81,79.84,83.31,86.18,88.6,88.28,81.99,75.93,69.99,78.92
RH2M,1996,11.5,75.625,59.94,59.66,64.55,74.62,75.05,86.43,89.53,91.46,89.85,86.4,80.3,73.16,77.62
RH2M,1996,11.5,76.25,58.8,52.6,50.55,70.81,70.94,87.96,91.71,92.3,91.26,89.96,85.26,81.45,77.02
RH2M,1996,11.5,76.875,59.18,50.66,40.95,64.8,64.86,81.4,83.14,85.51,86.89,87.09,79.27,79.8,72.01
RH2M,1996,11.5,77.5,56.12,48.88,37.16,60.2,57.4,69.99,68.45,72.14,78.25,79.55,72.45,78.12,64.92
RH2M,1996,12,75,66.36,66.13,72.9,75.2,77.5,84.51,87.09,89.69,89.07,83.7,76.41,69.79,78.23
RH2M,1996,12,75.625,60.35,56.43,59.48,70.3,71.5,88.47,91.85,92.49,91.05,89.11,83.43,76.8,77.66
RH2M,1996,12,76.25,57.26,48.08,43.84,64.49,64.43,86.71,90.47,91.41,90.69,89.68,84.53,81.24,74.47
RH2M,1996,12,76.875,54.43,46.51,36.32,60.48,58.98,81.19,82.18,84.67,86.54,86.48,77.95,77.45,69.48
RH2M,1996,12,77.5,59.17,50.33,37.25,59.98,56.9,75.15,73.84,78.07,84.09,84.56,77.24,79.86,68.07
RH2M,1996,12.5,75,62.52,60.26,66.3,69.96,73.13,85.77,88.39,90.68,89.43,85.5,77.66,70.03,76.68
RH2M,1996,12.5,75.625,59.82,52.69,52.35,64.7,67.08,89.72,93.23,93.33,91.86,90.4,84.73,78.39,76.59
RH2M,1996,12.5,76.25,56.34,45.49,39.35,59.04,58.78,84.57,88.35,89.87,89.45,88.66,83.02,79.38,71.92
RH2M,1996,12.5,76.875,52.1,43.53,33.17,56.47,53.78,79.85,81.2,83.7,86.21,86.21,78.96,76.17,67.66
RH2M,1996,12.5,77.5,59.57,49.82,36.21,58.01,54.13,78.07,78.8,81.8,86.27,86.24,81.28,80.68,69.27
RH2M,1996,8.5,75,73.46,74.2,75.26,78.82,79.86,83.93,86.14,85.5,85.8,81.09,77.02,74.16,79.61
RH2M,1996,8.5,75.625,70.83,72.62,74.62,79.5,80.26,84.09,87.42,86.51,86,81.53,77.39,74.86,79.65
RH2M,1996,8.5,76.25,68.11,70.65,73.65,80.39,81.02,85.06,88.76,88.69,87.04,82.36,78.06,74.77,79.9
RH2M,1996,8.5,76.875,64.36,62.23,61.94,77.13,76.95,87.01,90.21,90.53,89.3,86.64,82.38,80.2,79.11
RH2M,1996,8.5,77.5,70.57,63.61,56.99,76.8,72.45,86.98,88.66,89.04,88.75,89.28,86.65,85.53,79.64
RH2M,1996,9,75,73.73,74.03,76.02,78.62,80.21,84.01,86.66,85.73,86.46,81,77.09,73.83,79.79
RH2M,1996,9,75.625,71.84,73.01,75.96,79.65,80.73,84.26,87.65,87.09,87.03,81.7,77.08,74.2,80.03
RH2M,1996,9,76.25,65.39,65.76,70.15,78.5,79.27,84.76,88.71,88.96,87.71,82.77,77.51,74.39,78.69
RH2M,1996,9,76.875,64.43,59.31,56.08,77.13,75.06,86.96,90.78,91.18,90.08,88.96,85.49,84.19,79.18
RH2M,1996,9,77.5,68.21,58.53,49.54,74.47,69.57,84.9,87.21,87.87,87.86,89.31,86.77,86.63,77.61
RH2M,1996,9.5,75,73.45,73.83,76.52,78.66,80.57,83.54,86.7,86.36,86.98,80.93,77.1,73.32,79.84
RH2M,1996,9.5,75.625,72.35,73.61,77.01,79.84,81.1,83.79,86.85,87.66,87.52,81.68,77.22,73.33,80.18
RH2M,1996,9.5,76.25,62.02,61.27,66.05,76.23,77.17,83.15,87.76,88.78,87.47,82.85,76.5,73.1,76.9
RH2M,1996,9.5,76.875,66.49,59.21,54.75,75.68,74.17,86.15,91.58,91.64,90.51,89.29,86.11,85.48,79.31
RH2M,1996,9.5,77.5,67.3,57.41,45.19,72.4,66.6,82.57,86.04,86.26,86.89,88.48,86.1,86.17,75.99
RH2M,1997,10,75,73.47,75.87,77.56,75.08,76.9,80.61,85.42,84.63,83.75,81,82,77.33,79.49
RH2M,1997,10,75.625,72.58,74.5,77.87,75.66,77.75,80.73,85.53,86.12,84.72,80.68,82.05,77.22,79.65
RH2M,1997,10,76.25,68.37,62.48,66.46,70.49,76.88,82.24,89.5,89.51,88.08,84.13,85.72,80.81,78.82
RH2M,1997,10,76.875,78.88,64.52,62.4,70.39,77.93,84.61,93.3,92.39,91.05,89.27,91.44,87.95,82.13
RH2M,1997,10,77.5,76.49,56.94,49.56,63.06,66.24,72.77,82.79,82.25,84.41,85.84,90.68,90.36,75.24
RH2M,1997,10.5,75,72.5,75.62,77.9,75.09,76.93,80.85,85.93,85.02,83.2,81,81.96,76.99,79.44
RH2M,1997,10.5,75.625,70.69,71.14,75.5,73.63,76.64,80.79,86.93,87.33,84.72,81.22,82.43,77.75,79.11
RH2M,1997,10.5,76.25,68.31,57.93,61.6,66.26,73.6,81.75,91.42,90.72,89.19,85.77,87.19,83.43,78.23
RH2M,1997,10.5,76.875,74.9,57.04,54.83,63.03,70.59,80.38,91.4,90.86,90.06,87.63,90.19,88.44,78.42
RH2M,1997,10.5,77.5,74.02,54.89,46.88,54.7,59.25,68.18,77.94,76.86,77.08,79.65,88.46,88.63,70.66
RH2M,1997,11,75,71.71,75.48,78.04,75.38,77.31,81.05,86.13,85.16,83.11,81.4,81.61,75.93,79.38
RH2M,1997,11,75.625,67.85,66.4,70.96,70.33,75.22,81.45,88.69,88.2,85.73,82.15,82.53,77.22,78.14
RH2M,1997,11,76.25,68.61,57.91,59.46,64.2,72.22,82.19,92.85,91.48,89.82,87.39,88.22,84.93,78.41
RH2M,1997,11,76.875,72.87,54.26,50.08,57.57,65.01,76.45,88.23,87.69,87.1,85.4,89.49,89.24,75.43
RH2M,1997,11,77.5,70.87,52.55,43.82,49.19,53.94,62.8,71.09,68.54,71.27,76.13,87.25,87.06,66.31
RH2M,1997,11.5,75,71.15,74.21,76.78,74.23,77.1,81.34,86.65,85.66,83.35,81.69,81.12,75.8,79.12
RH2M,1997,11.5,75.625,67.44,63.46,66.37,66.66,73.89,82.79,90.76,89.42,87.36,84.74,84.7,79.6,78.19
RH2M,1997,11.5,76.25,69.6,57.95,55.6,61.42,70.6,82.72,93.47,92.04,90.58,88.52,89.32,86.63,78.34
RH2M,1997,11.5,76.875,70.65,52.63,46.82,55.67,63.08,74.9,86.09,85.37,84.48,83.89,89.52,89,73.65
RH2M,1997,11.5,77.5,70.4,52.15,42.15,50.72,54.28,61.31,68.04,65.91,71.9,77.9,88.3,87.2,65.94
RH2M,1997,12,75,69.85,70.68,73.53,71.34,75.85,82.26,88.18,87.04,84.58,82.56,81.85,77.77,78.84
RH2M,1997,12,75.625,68.63,60.97,62.14,63.59,72.3,84.28,93.04,91.5,89.2,88.18,88.39,84.76,79.04
RH2M,1997,12,76.25,68.91,51.63,47.86,55.74,65.65,80.88,92.6,91.65,90.17,87.75,89.25,87,75.92
RH2M,1997,12,76.875,65.89,45.29,41.02,52.55,60.69,73.05,84.31,84.19,83.54,82.75,88.31,86.29,70.82
RH2M,1997,12,77.5,70.9,52.27,42.11,54.43,58.66,65.26,71.9,72.44,77.44,81.44,88.71,87.15,68.66
RH2M,1997,12.5,75,66.97,64.55,67.71,66.68,72.27,82.76,89.83,88.58,86.21,83.81,83.34,79.16,77.74
RH2M,1997,12.5,75.625,68.69,56.35,56.56,59.86,68.36,84.62,94.34,93.12,90.66,89.16,89.59,86.26,78.28
RH2M,1997,12.5,76.25,68.11,46.11,43.14,51.95,61.55,78.82,91.02,90.68,88.76,86.54,88.43,85.63,73.58
RH2M,1997,12.5,76.875,64.15,41.45,38.08,49.75,58.53,71.18,82.05,82.85,83.4,82.37,86.46,83.23,68.8
RH2M,1997,12.5,77.5,70.77,51.19,41.29,53.82,59.39,67.97,75.13,77.14,81.37,82.87,87.13,85.94,69.62
RH2M,1997,8.5,75,72.94,75.75,76.32,76,77.43,79.92,83.92,84.21,84.86,81.18,80.26,79.05,79.34
RH2M,1997,8.5,75.625,71.54,74.87,76.54,76.1,78.17,80.16,84.49,85.04,85.19,80.81,79.82,78.65,79.31
RH2M,1997,8.5,76.25,69.7,73.11,76.61,76.43,79.11,80.86,85.37,86.94,86.14,80.97,80.48,78.71,79.57
RH2M,1997,8.5,76.875,68.25,63,65.65,67.82,76.99,80.52,89.06,89.91,88.93,84.35,84.95,85.15,78.82
RH2M,1997,8.5,77.5,72.8,59.72,60.64,64.34,77.33,79.41,89.71,89.64,89.4,88.01,90.1,90.91,79.48
RH2M,1997,9,75,72.85,75.88,76.89,75.89,77.34,80.08,84.46,83.88,84.6,81.22,81.23,78.1,79.39
RH2M,1997,9,75.625,71.27,74.89,77.43,76.38,78.26,80.64,84.94,85.21,85.11,80.95,80.85,77.32,79.46
RH2M,1997,9,76.25,67.79,68.77,73.15,74.24,78.06,80.98,86.07,87.47,86.23,81.37,81.67,77.48,78.66
RH2M,1997,9,76.875,71.77,61.54,61.67,68.51,78.46,82.31,91.14,91.26,90.2,87.93,89.22,87.33,80.24
RH2M,1997,9,77.5,73.79,56.04,54.49,63.3,75.47,78.45,89.25,89.08,89.21,88.2,90.57,90.87,78.39
RH2M,1997,9.5,75,73.4,75.97,77.35,75.4,77.14,80.41,84.85,84.09,84.25,81.3,81.94,77.5,79.48
RH2M,1997,9.5,75.625,72.22,75.38,77.99,76.08,78.24,80.84,85.1,85.38,85.04,81.02,81.85,77.02,79.7
RH2M,1997,9.5,76.25,66.89,65.29,69.28,71.25,76.89,80.56,86.59,87.23,85.83,81.08,82.46,77.03,77.6
RH2M,1997,9.5,76.875,76.98,63.11,61.96,69.07,78.39,83.47,92.27,91.64,90.3,88.35,90.72,87.24,81.25
RH2M,1997,9.5,77.5,74.91,56.71,51.82,65.17,72.34,77.25,87.93,87.1,88.34,88.52,91.27,90.34,77.78
RH2M,1998,10,75,72.91,72.17,76.49,77.02,78.27,81.44,86.37,85.83,84.45,83.2,79.79,74.43,79.41
RH2M,1998,10,75.625,71.72,72.5,76.77,77.78,78.7,81.91,87.24,87.03,84.68,84.03,80.26,73.95,79.76
RH2M,1998,10,76.25,70.28,65.34,63.04,68.62,77.97,85.23,90.2,89.25,88.88,88.16,84.15,76.26,79.03
RH2M,1998,10,76.875,81.88,70.1,60.22,64.19,78.09,87.95,91.78,91.25,93.07,91.5,89.47,86.37,82.24
RH2M,1998,10,77.5,83.62,66.95,49.92,50.05,67.05,74.66,79.05,81.69,86.28,87.04,87.16,88.86,75.27
RH2M,1998,10.5,75,73.06,71.75,76.66,77.42,78.45,81.2,86.69,86.28,84.77,83.08,79.33,73.2,79.37
RH2M,1998,10.5,75.625,71.96,70.21,73.82,75.84,77.99,81.72,88.27,88.11,86.03,84.59,80.36,73.3,79.41
RH2M,1998,10.5,76.25,72.64,63.04,58.58,64.79,75.89,85.34,91.85,91.06,90.75,89.52,85.02,78.52,79.02
RH2M,1998,10.5,76.875,79.08,64.79,52.51,58.87,72.02,83.79,90.61,90.15,91.5,90.72,87.57,85.3,79.01
RH2M,1998,10.5,77.5,78.18,61.9,45.13,46.43,59.51,68.74,76.32,77.75,80.05,80.93,82.95,85.2,70.33
RH2M,1998,11,75,71.95,71.61,76.72,78.02,78.95,81.01,86.43,87.1,85.34,83.12,79.07,72.04,79.33
RH2M,1998,11,75.625,70.14,66.16,68.62,72.57,77.73,82.65,89.4,89.56,87.9,86.15,80.78,72.65,78.77
RH2M,1998,11,76.25,74.48,62.98,57.54,63.76,75.44,85.96,92.91,92.07,91.82,90.76,86.47,80.79,79.69
RH2M,1998,11,76.875,78.7,63.17,48.52,54.43,67.38,80.01,87.85,87.73,88.82,89.22,86.09,84.37,76.46
RH2M,1998,11,77.5,74.46,58.2,40.86,43.55,54.42,63.36,72.16,74.39,75.08,76.88,80.07,81.68,66.33
RH2M,1998,11.5,75,70.81,70.81,75.15,77.4,79.09,81.46,86.34,88.23,86.1,83.65,78.85,70.95,79.12
RH2M,1998,11.5,75.625,69.91,64.62,64.23,69.53,77.67,84.97,90.82,91.13,89.8,88.29,82.85,74.72,79.13
RH2M,1998,11.5,76.25,76.41,64.39,55.45,61.64,74.36,86.52,93.18,92.51,92.5,91.61,88.2,83.11,80.09
RH2M,1998,11.5,76.875,77.07,62.05,46.62,51.7,65.61,78.16,85.94,86.9,87.53,88.37,85.55,83.29,75
RH2M,1998,11.5,77.5,75.06,59.38,41.12,43.51,55.34,62.61,70.83,76.57,76.96,79.83,81.45,81.72,67.1
RH2M,1998,12,75,71.14,69.14,71.34,74.46,78.83,83.15,87.6,89.58,87.28,85.24,79.59,71.18,79.1
RH2M,1998,12,75.625,72.72,65.5,60.63,66.15,76.83,87.7,92.75,92.59,91.64,90.51,86.2,79.24,80.3
RH2M,1998,12,76.25,75.56,62.52,49.11,55.78,69.76,84.84,92.14,92.06,92.06,91,87.69,83.76,78.13
RH2M,1998,12,76.875,71.35,54.9,40.26,47.83,63.67,76.51,84.65,87.49,87.67,87.98,84.6,82.14,72.55
RH2M,1998,12,77.5,75.35,60.23,42.01,45.31,60.39,68.21,75.95,83.94,84.09,86.06,84.22,83.38,70.85
RH2M,1998,12.5,75,70,65.76,65.91,69.25,77.12,84.66,89.54,90.58,88.48,87,80.97,72.14,78.53
RH2M,1998,12.5,75.625,73.61,64.59,56.6,61.05,73.99,88.84,94.1,93.56,92.88,91.73,87.77,81.25,80.1
RH2M,1998,12.5,76.25,72.83,59.14,45.07,51.32,65.6,82.34,90.23,91.19,91,89.83,86.09,82.69,75.72
RH2M,1998,12.5,76.875,67.67,49.92,36.81,45.48,62.26,75.22,82.86,87.53,87.88,87.84,83.83,82.13,70.93
RH2M,1998,12.5,77.5,73.41,56.88,40.06,45.17,62.39,72.25,80.02,87.16,87.34,87.28,84.32,83.76,71.78
RH2M,1998,8.5,75,73.12,71.95,75.27,76.06,78.92,81.41,85.53,84.65,83.62,84.09,80.68,77.75,79.47
RH2M,1998,8.5,75.625,71.81,71.68,74.73,76.78,79.14,82.15,86.14,85.19,83.96,84.87,81.27,77.16,79.62
RH2M,1998,8.5,76.25,71.61,71.88,74.33,77.53,79.83,83.71,87.53,86.01,84.71,85.33,81.87,76.48,80.11
RH2M,1998,8.5,76.875,77.74,67.72,62.9,69.2,79.9,87.8,89.67,87.93,89.17,89.48,85.79,83.11,80.95
RH2M,1998,8.5,77.5,83.11,67.73,55.69,63.06,81.35,88.86,89.03,88.23,90.56,91.11,88.35,89.48,81.48
RH2M,1998,9,75,72.78,72.15,75.75,76.48,78.57,81.77,85.85,85.17,83.83,83.88,80.53,76.55,79.49
RH2M,1998,9,75.625,71.04,72.38,75.77,77.42,78.96,82.65,87.07,85.84,84.17,85.06,81.08,76.04,79.83
RH2M,1998,9,76.25,70.35,69.47,70.51,74.45,78.87,84.12,88.64,86.48,85.28,85.99,81.75,75.36,79.33
RH2M,1998,9,76.875,80.32,66.76,57.99,65.7,80.67,88.47,90.31,89.12,91.15,90.8,88.41,85.85,81.39
RH2M,1998,9,77.5,83.68,66.66,49.68,56.9,79.17,86.93,87.06,87.48,90.57,90.6,88.58,89.13,79.8
RH2M,1998,9.5,75,72.33,72.3,76.18,76.74,78.16,81.76,85.94,85.59,84.27,83.55,80.39,75.5,79.44
RH2M,1998,9.5,75.625,71.22,72.76,76.69,77.75,78.86,82.58,87.05,86.38,84.39,84.63,80.94,75.31,79.92
RH2M,1998,9.5,76.25,67.7,66.48,65.94,70.67,77.49,83.66,88.13,86.61,85.75,85.89,81.6,74.06,77.9
RH2M,1998,9.5,76.875,81.43,68.32,57.87,63.23,79,88.27,90.59,89.98,92.09,90.6,88.87,85.76,81.42
RH2M,1998,9.5,77.5,83.69,67.22,49.21,53.41,73.88,82.47,84.42,85.66,90.04,89.95,88.8,88.82,78.21
